Heart Beat
0
107
108
106
105
103
102
103
103
104
105
104
103
106
106
106
107
106
111
112
109
109
107
107
109
109
107
106
107
107
106
106
105
105
103
105
107
106
107
109
111
112
112
109
107
106
107
109
110
111
111
108
106
107
107
108
108
108
109
108
109
108
109
102
100
100
98
97
94
94
93
93
95
97
98
104
107
108
106
107
107
109
111
111
113
114
114
114
108
108
106
106
108
108
112
109
108
108
108
108
105
