Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;139Second
Enter;1;175Second
Enter;2;204Second
Enter;3;221Second
Enter;4;262Second
Enter;5;276Second
Enter;6;316Second
Enter;7;321Second
Enter;8;372Second
Enter;9;381Second
Enter;10;437Second
Enter;11;523Second
Out;10;528Second
Out;9;528Second
Out;8;528Second
Out;7;528Second
Out;6;528Second
Out;5;528Second
Out;4;528Second
Out;3;528Second
