Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;52Second
Enter;1;82Second
Enter;2;164Second
Enter;3;207Second
Enter;4;240Second
Enter;5;250Second
Enter;6;297Second
Enter;7;348Second
Enter;8;412Second
Enter;9;436Second
Enter;10;486Second
Enter;11;505Second
Enter;12;549Second
Out;11;705Second
Out;10;705Second
Out;9;705Second
Out;8;705Second
Out;7;705Second
Out;6;705Second
Out;5;705Second
Out;4;705Second
Out;3;705Second
