Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;36Second
Enter;1;78Second
Enter;2;124Second
Enter;3;159Second
Enter;4;185Second
Enter;5;221Second
Enter;6;265Second
Enter;7;336Second
Enter;8;346Second
Enter;9;440Second
Enter;10;458Second
Enter;11;490Second
Out;10;506Second
Out;9;506Second
Out;8;506Second
Out;7;506Second
Out;6;506Second
Out;5;506Second
Out;4;506Second
Out;3;506Second
