Heart Beat
0
78
76
73
74
74
77
81
80
77
76
77
78
79
87
91
91
90
88
88
88
87
82
81
83
84
85
86
86
88
88
89
90
86
82
82
83
83
84
82
82
83
82
81
81
81
81
86
87
82
81
83
85
85
86
86
83
86
90
91
88
84
76
73
74
76
81
83
83
83
83
81
80
82
83
82
82
82
80
78
79
80
80
79
75
76
76
77
77
77
77
77
77
77
77
80
