Heart Beat
98
101
102
104
103
104
108
107
105
107
108
107
106
105
104
106
102
99
83
84
88
97
99
101
102
104
106
107
108
106
106
107
108
103
104
103
103
102
102
103
104
103
103
101
102
101
99
100
103
108
105
103
101
96
98
99
109
106
102
101
101
101
103
102
105
105
104
101
100
101
106
106
107
107
101
101
101
101
101
101
101
101
99
103
100
97
91
90
94
95
97
97
97
97
92
90
94
95
95
97
89
88
87
89
87
86
86
85
87
89
90
91
95
96
97
98
98
98
96
94
93
91
89
88
86
86
87
88
87
87
87
87
88
90
90
93
92
89
89
89
94
95
95
93
89
87
89
94
94
96
97
96
94
95
96
96
95
93
93
93
98
100
101
101
103
102
98
95
88
87
83
83
84
84
85
87
86
84
84
88
89
92
97
97
