Heart Beat
0
0
100
101
99
99
97
98
99
100
99
100
99
100
99
96
96
97
98
95
95
98
99
100
101
101
101
103
102
103
102
100
100
102
102
100
102
103
104
103
102
104
105
104
102
101
103
104
104
103
102
104
106
106
107
108
109
110
112
109
110
110
110
110
106
105
102
99
100
95
94
93
92
92
94
97
101
103
103
104
103
102
100
97
97
99
98
98
96
95
94
95
96
100
101
97
94
94
96
99
97
92
93
92
92
91
92
92
92
93
95
97
97
97
97
98
98
100
100
101
102
102
100
97
90
91
89
91
91
91
91
91
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
89
89
89
88
88
81
80
80
75
75
75
79
93
94
89
85
85
85
86
89
90
88
87
81
79
81
78
