Heart Beat
0
96
96
96
96
96
93
96
97
98
100
98
97
95
92
92
92
93
91
91
92
95
97
95
93
93
92
95
96
97
100
98
97
98
97
97
97
94
93
92
93
95
95
94
93
93
93
93
93
95
95
95
99
100
102
101
99
97
100
97
99
99
98
98
97
94
93
93
95
99
99
99
97
96
94
90
91
92
92
94
94
94
94
98
98
100
100
98
99
99
98
98
