Heart Beat
0
105
106
106
109
106
105
104
103
103
104
103
101
104
103
102
102
103
105
106
106
106
106
105
105
109
109
111
113
114
113
112
111
105
103
102
101
101
102
104
103
102
101
102
103
102
102
104
106
104
105
100
101
100
99
97
97
101
103
103
103
104
104
101
99
99
99
99
101
101
95
99
101
103
102
100
100
100
105
106
103
102
101
96
96
91
85
87
95
95
94
93
91
90
91
94
97
98
98
98
100
100
99
99
97
97
97
98
102
105
105
105
104
104
103
100
99
99
100
99
98
98
98
101
101
101
102
102
101
99
99
100
99
98
