Heart Beat
94
93
95
94
95
93
90
88
87
87
85
84
82
86
82
81
81
82
83
83
83
83
81
80
80
82
83
83
83
83
85
85
87
89
89
89
87
85
84
86
86
86
86
87
87
87
86
86
86
86
86
86
86
86
83
82
82
84
86
87
89
87
87
86
86
86
86
86
86
81
79
81
