Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;59Second
Enter;1;113Second
Enter;2;152Second
Enter;3;173Second
Enter;4;212Second
Enter;5;239Second
Enter;6;293Second
Enter;7;323Second
Enter;8;363Second
Enter;9;394Second
Enter;10;414Second
Enter;11;448Second
Out;10;452Second
Out;9;452Second
Out;8;452Second
Out;7;452Second
Out;6;452Second
Out;5;452Second
Out;4;452Second
Out;3;452Second
