Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;244Second
Enter;1;309Second
Enter;2;624Second
Enter;3;715Second
Enter;4;727Second
Enter;5;834Second
Enter;6;867Second
Enter;7;999Second
Enter;8;1019Second
Enter;9;1168Second
Enter;10;1319Second
Enter;11;1389Second
Out;10;1439Second
Out;9;1439Second
Out;8;1439Second
Out;7;1439Second
Out;6;1439Second
Out;5;1439Second
Out;4;1439Second
Out;3;1439Second
Out;2;1439Second
Out;1;1439Second
Out;0;1439Second
