Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;55Second
Enter;1;76Second
Enter;2;107Second
Enter;3;177Second
Enter;4;236Second
Enter;5;252Second
Enter;6;324Second
Enter;7;353Second
Enter;8;374Second
Enter;9;419Second
Enter;10;430Second
Enter;11;462Second
Out;10;494Second
Out;9;494Second
Out;8;494Second
Out;7;494Second
Out;6;494Second
Out;5;494Second
Out;4;494Second
Out;3;494Second
Out;2;494Second
Out;1;494Second
Out;0;494Second
