Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;11Second
Enter;1;15Second
Enter;2;21Second
Enter;3;35Second
Enter;4;48Second
Enter;5;61Second
Enter;6;73Second
Enter;7;104Second
Enter;8;133Second
Enter;9;161Second
Enter;10;174Second
Enter;11;191Second
Kelar di detik;191
Enter;0;11Second
