Heart Beat
0
94
96
97
97
97
98
97
100
102
103
103
92
92
94
94
94
94
92
94
95
96
98
97
98
100
99
99
96
95
94
98
99
98
99
97
96
97
96
96
96
95
96
96
97
97
95
96
95
94
90
92
92
92
92
95
92
93
95
95
97
97
98
99
97
97
93
93
92
92
94
97
98
96
94
93
93
92
92
92
94
93
94
93
93
94
94
95
96
96
95
97
99
