Heart Beat
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
70
70
72
70
70
69
69
68
67
67
70
70
72
71
75
74
76
76
74
74
76
82
83
84
85
81
81
80
79
78
76
77
79
79
77
76
74
71
69
72
76
74
72
74
76
77
77
77
78
77
77
76
78
78
77
78
78
78
78
79
84
87
88
88
87
83
81
78
78
77
75
74
77
77
77
73
75
76
76
77
77
78
77
75
79
78
76
77
79
78
78
76
77
75
75
74
73
73
72
72
