Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;111Second
Enter;1;144Second
Enter;2;169Second
Enter;3;181Second
Enter;4;223Second
Enter;5;264Second
Enter;6;281Second
Enter;7;322Second
Enter;8;347Second
Enter;9;419Second
Enter;10;446Second
Enter;11;621Second
Out;10;632Second
Out;9;632Second
Out;8;632Second
Out;7;632Second
Out;6;632Second
