Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;72Second
Enter;1;114Second
Enter;2;144Second
Enter;3;176Second
Enter;4;228Second
Enter;5;243Second
Enter;6;314Second
Enter;7;328Second
Enter;8;387Second
Enter;9;402Second
Enter;10;443Second
Enter;11;480Second
Out;10;482Second
