Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;99Second
Enter;0;100Second
Enter;0;100Second
Enter;1;137Second
Enter;2;185Second
Enter;3;198Second
Enter;4;307Second
Enter;5;327Second
Enter;6;369Second
Enter;7;413Second
Enter;8;455Second
Enter;9;470Second
Enter;10;547Second
Enter;11;565Second
Out;10;580Second
Out;9;580Second
Out;8;580Second
Out;7;580Second
Out;6;580Second
Out;5;580Second
Out;4;580Second
Out;3;580Second
Out;2;580Second
Out;1;580Second
Out;0;580Second
