Status Chalenge;Kode Chalenge;Waktu Selesai/Keluar
Enter;0;67Second
Enter;1;91Second
Enter;2;112Second
Enter;3;153Second
Enter;4;163Second
Out;3;163Second
Enter;4;163Second
Enter;5;193Second
Enter;6;200Second
Enter;7;285Second
Enter;8;298Second
Enter;9;341Second
Enter;10;352Second
Enter;11;406Second
Out;10;420Second
Out;9;420Second
Out;8;420Second
Out;7;420Second
Out;6;420Second
Out;5;420Second
Out;4;420Second
Out;3;420Second
Out;2;420Second
Out;1;420Second
Out;0;420Second
