Heart Beat
0
0
91
89
91
87
81
78
76
74
74
73
74
77
78
78
78
78
78
78
78
78
71
70
70
69
69
69
66
64
64
64
68
72
73
73
73
74
74
76
76
76
82
80
77
78
78
78
79
87
92
91
90
83
83
82
82
81
78
80
78
78
78
78
78
80
81
80
81
79
80
88
90
89
89
89
88
89
88
85
85
84
83
83
80
78
77
77
81
84
83
83
82
81
80
81
81
80
80
79
79
79
81
81
78
81
80
77
77
77
77
78
77
76
78
81
