Heart Beat
0
84
90
91
92
92
90
93
95
96
96
95
97
98
98
96
97
98
98
97
97
96
97
100
98
101
104
102
101
100
101
100
100
95
95
97
99
99
98
94
99
99
100
100
102
104
107
108
108
107
107
106
104
102
101
101
97
98
96
94
94
95
95
93
94
96
93
93
94
96
96
95
97
98
98
98
100
100
101
104
105
105
103
99
99
99
101
101
102
103
103
102
104
105
105
108
107
108
111
111
105
103
104
100
100
98
97
98
97
100
101
101
102
100
97
99
101
103
103
103
102
102
102
99
100
99
98
98
97
96
100
99
99
99
99
100
99
99
99
100
101
101
100
99
99
100
105
109
106
105
99
95
94
